{'loss': 20.197, 'grad_norm': 95521.5, 'learning_rate': 4.9984472049689445e-05, 'epoch': 0.0}
{'loss': 2.1267, 'grad_norm': 0.6325833201408386, 'learning_rate': 2.201863354037267e-05, 'epoch': 2.24}
{'loss': 2.1919, 'grad_norm': 0.606339156627655, 'learning_rate': 2.200310559006211e-05, 'epoch': 2.24}
{'loss': 2.1819, 'grad_norm': 0.7079780697822571, 'learning_rate': 2.1987577639751554e-05, 'epoch': 2.24}
{'loss': 2.2427, 'grad_norm': 0.5462831854820251, 'learning_rate': 2.1972049689440997e-05, 'epoch': 2.24}
{'loss': 2.2683, 'grad_norm': 0.5571698546409607, 'learning_rate': 2.1956521739130436e-05, 'epoch': 2.24}
{'loss': 2.1859, 'grad_norm': 0.6728035807609558, 'learning_rate': 2.1940993788819876e-05, 'epoch': 2.24}
{'loss': 2.2597, 'grad_norm': 0.5772758722305298, 'learning_rate': 2.192546583850932e-05, 'epoch': 2.25}
{'loss': 2.1972, 'grad_norm': 0.5834334492683411, 'learning_rate': 2.1909937888198758e-05, 'epoch': 2.25}
{'loss': 2.2961, 'grad_norm': 0.6349281072616577, 'learning_rate': 2.1894409937888198e-05, 'epoch': 2.25}
{'loss': 2.2485, 'grad_norm': 0.7068011164665222, 'learning_rate': 2.187888198757764e-05, 'epoch': 2.25}
{'loss': 2.1984, 'grad_norm': 0.629094123840332, 'learning_rate': 2.186335403726708e-05, 'epoch': 2.25}
{'loss': 2.1918, 'grad_norm': 0.529244601726532, 'learning_rate': 2.1847826086956523e-05, 'epoch': 2.25}
{'loss': 2.2363, 'grad_norm': 0.5427058339118958, 'learning_rate': 2.1832298136645966e-05, 'epoch': 2.25}
{'loss': 2.1966, 'grad_norm': 0.5416033864021301, 'learning_rate': 2.1816770186335406e-05, 'epoch': 2.25}
{'loss': 2.1893, 'grad_norm': 0.5713192224502563, 'learning_rate': 2.1801242236024845e-05, 'epoch': 2.26}
{'loss': 2.1783, 'grad_norm': 0.6204484701156616, 'learning_rate': 2.1785714285714288e-05, 'epoch': 2.26}
{'loss': 2.1944, 'grad_norm': 0.5218936204910278, 'learning_rate': 2.1770186335403728e-05, 'epoch': 2.26}
{'loss': 2.2067, 'grad_norm': 0.5312417149543762, 'learning_rate': 2.1754658385093167e-05, 'epoch': 2.26}
{'loss': 2.2629, 'grad_norm': 0.6588961482048035, 'learning_rate': 2.173913043478261e-05, 'epoch': 2.26}
{'loss': 2.1844, 'grad_norm': 0.5080066919326782, 'learning_rate': 2.172360248447205e-05, 'epoch': 2.26}
{'loss': 2.2897, 'grad_norm': 0.6559286713600159, 'learning_rate': 2.170807453416149e-05, 'epoch': 2.26}
{'loss': 2.2613, 'grad_norm': 0.5725454688072205, 'learning_rate': 2.1692546583850936e-05, 'epoch': 2.26}
{'loss': 2.1735, 'grad_norm': 0.6022191047668457, 'learning_rate': 2.1677018633540375e-05, 'epoch': 2.27}
{'loss': 2.3205, 'grad_norm': 0.6027692556381226, 'learning_rate': 2.1661490683229815e-05, 'epoch': 2.27}
{'loss': 2.1624, 'grad_norm': 0.623798668384552, 'learning_rate': 2.1645962732919258e-05, 'epoch': 2.27}
{'loss': 2.2349, 'grad_norm': 0.7143595814704895, 'learning_rate': 2.1630434782608697e-05, 'epoch': 2.27}
{'loss': 2.2988, 'grad_norm': 0.8010279536247253, 'learning_rate': 2.1614906832298137e-05, 'epoch': 2.27}
{'loss': 2.2151, 'grad_norm': 0.5748607516288757, 'learning_rate': 2.159937888198758e-05, 'epoch': 2.27}
{'loss': 2.2518, 'grad_norm': 0.5427476167678833, 'learning_rate': 2.158385093167702e-05, 'epoch': 2.27}
{'loss': 2.2021, 'grad_norm': 1.0703517198562622, 'learning_rate': 2.156832298136646e-05, 'epoch': 2.27}
{'loss': 2.1835, 'grad_norm': 0.610929548740387, 'learning_rate': 2.15527950310559e-05, 'epoch': 2.28}
{'loss': 2.1666, 'grad_norm': 0.5870009064674377, 'learning_rate': 2.1537267080745345e-05, 'epoch': 2.28}
{'loss': 2.1821, 'grad_norm': 0.5547537207603455, 'learning_rate': 2.1521739130434784e-05, 'epoch': 2.28}
{'loss': 2.2272, 'grad_norm': 0.5539011359214783, 'learning_rate': 2.1506211180124224e-05, 'epoch': 2.28}
{'loss': 2.1738, 'grad_norm': 0.6053693890571594, 'learning_rate': 2.1490683229813667e-05, 'epoch': 2.28}
{'loss': 2.1984, 'grad_norm': 0.5637314319610596, 'learning_rate': 2.1475155279503106e-05, 'epoch': 2.28}
{'loss': 2.3227, 'grad_norm': 0.547698974609375, 'learning_rate': 2.1459627329192546e-05, 'epoch': 2.28}
{'loss': 2.2803, 'grad_norm': 0.561309814453125, 'learning_rate': 2.144409937888199e-05, 'epoch': 2.28}
{'loss': 2.1637, 'grad_norm': 0.5747625827789307, 'learning_rate': 2.1428571428571428e-05, 'epoch': 2.29}
{'loss': 2.2978, 'grad_norm': 0.5499494671821594, 'learning_rate': 2.141304347826087e-05, 'epoch': 2.29}
{'loss': 2.2661, 'grad_norm': 0.5970562100410461, 'learning_rate': 2.1397515527950314e-05, 'epoch': 2.29}
{'loss': 2.2692, 'grad_norm': 0.7838742136955261, 'learning_rate': 2.1381987577639754e-05, 'epoch': 2.29}
{'loss': 2.2256, 'grad_norm': 0.5272955298423767, 'learning_rate': 2.1366459627329193e-05, 'epoch': 2.29}
{'loss': 2.1765, 'grad_norm': 0.5559067130088806, 'learning_rate': 2.1350931677018636e-05, 'epoch': 2.29}
{'loss': 2.1739, 'grad_norm': 0.5988935828208923, 'learning_rate': 2.1335403726708076e-05, 'epoch': 2.29}
{'loss': 2.1649, 'grad_norm': 1.4263304471969604, 'learning_rate': 2.1319875776397515e-05, 'epoch': 2.29}
{'loss': 2.1782, 'grad_norm': 0.5493655204772949, 'learning_rate': 2.1304347826086958e-05, 'epoch': 2.3}
{'loss': 2.2425, 'grad_norm': 0.548978865146637, 'learning_rate': 2.1288819875776398e-05, 'epoch': 2.3}
{'loss': 2.2124, 'grad_norm': 0.5762842893600464, 'learning_rate': 2.127329192546584e-05, 'epoch': 2.3}
{'loss': 2.1763, 'grad_norm': 0.6986032724380493, 'learning_rate': 2.125776397515528e-05, 'epoch': 2.3}
{'loss': 2.295, 'grad_norm': 0.8740407824516296, 'learning_rate': 2.1242236024844723e-05, 'epoch': 2.3}
{'loss': 2.2092, 'grad_norm': 0.5772281289100647, 'learning_rate': 2.1226708074534163e-05, 'epoch': 2.3}
{'loss': 2.1118, 'grad_norm': 0.5320925116539001, 'learning_rate': 2.1211180124223602e-05, 'epoch': 2.3}
{'loss': 2.1296, 'grad_norm': 0.5729129910469055, 'learning_rate': 2.1195652173913045e-05, 'epoch': 2.3}
{'loss': 2.2435, 'grad_norm': 0.5532301068305969, 'learning_rate': 2.1180124223602485e-05, 'epoch': 2.31}
{'loss': 2.2282, 'grad_norm': 0.5982533693313599, 'learning_rate': 2.1164596273291924e-05, 'epoch': 2.31}
{'loss': 2.2329, 'grad_norm': 0.5257295370101929, 'learning_rate': 2.1149068322981367e-05, 'epoch': 2.31}
{'loss': 2.2805, 'grad_norm': 0.5395109057426453, 'learning_rate': 2.113354037267081e-05, 'epoch': 2.31}
{'loss': 2.1722, 'grad_norm': 0.5357082486152649, 'learning_rate': 2.111801242236025e-05, 'epoch': 2.31}
{'loss': 2.3046, 'grad_norm': 0.5641278028488159, 'learning_rate': 2.1102484472049692e-05, 'epoch': 2.31}
{'loss': 2.2821, 'grad_norm': 0.608616828918457, 'learning_rate': 2.1086956521739132e-05, 'epoch': 2.31}
{'loss': 2.2667, 'grad_norm': 0.6068933010101318, 'learning_rate': 2.107142857142857e-05, 'epoch': 2.31}
{'loss': 2.1963, 'grad_norm': 0.5190150737762451, 'learning_rate': 2.1055900621118014e-05, 'epoch': 2.32}
{'loss': 2.2009, 'grad_norm': 0.5586187839508057, 'learning_rate': 2.1040372670807454e-05, 'epoch': 2.32}
{'loss': 2.2416, 'grad_norm': 0.623389482498169, 'learning_rate': 2.1024844720496894e-05, 'epoch': 2.32}
{'loss': 2.2163, 'grad_norm': 0.5569296479225159, 'learning_rate': 2.1009316770186336e-05, 'epoch': 2.32}
{'loss': 2.2338, 'grad_norm': 1.3482375144958496, 'learning_rate': 2.099378881987578e-05, 'epoch': 2.32}
{'loss': 2.1916, 'grad_norm': 1.1351962089538574, 'learning_rate': 2.097826086956522e-05, 'epoch': 2.32}
{'loss': 2.1826, 'grad_norm': 0.5488507747650146, 'learning_rate': 2.096273291925466e-05, 'epoch': 2.32}
{'loss': 2.1719, 'grad_norm': 0.5242880582809448, 'learning_rate': 2.09472049689441e-05, 'epoch': 2.32}
{'loss': 2.1906, 'grad_norm': 0.5395923256874084, 'learning_rate': 2.093167701863354e-05, 'epoch': 2.33}
{'loss': 2.3003, 'grad_norm': 1.2299309968948364, 'learning_rate': 2.091614906832298e-05, 'epoch': 2.33}
{'loss': 2.1554, 'grad_norm': 0.5705737471580505, 'learning_rate': 2.0900621118012423e-05, 'epoch': 2.33}
{'loss': 2.1439, 'grad_norm': 0.6404085159301758, 'learning_rate': 2.0885093167701863e-05, 'epoch': 2.33}
{'loss': 2.1953, 'grad_norm': 0.5905084609985352, 'learning_rate': 2.0869565217391303e-05, 'epoch': 2.33}
{'loss': 2.2142, 'grad_norm': 0.5367233753204346, 'learning_rate': 2.085403726708075e-05, 'epoch': 2.33}
{'loss': 2.2155, 'grad_norm': 0.571744441986084, 'learning_rate': 2.083850931677019e-05, 'epoch': 2.33}
{'loss': 2.2347, 'grad_norm': 0.5934980511665344, 'learning_rate': 2.0822981366459628e-05, 'epoch': 2.33}
{'loss': 2.1881, 'grad_norm': 0.6059133410453796, 'learning_rate': 2.080745341614907e-05, 'epoch': 2.34}
{'loss': 2.203, 'grad_norm': 0.5246619582176208, 'learning_rate': 2.079192546583851e-05, 'epoch': 2.34}
{'loss': 2.2309, 'grad_norm': 0.5593223571777344, 'learning_rate': 2.077639751552795e-05, 'epoch': 2.34}
{'loss': 2.1849, 'grad_norm': 0.529629647731781, 'learning_rate': 2.0760869565217393e-05, 'epoch': 2.34}
{'loss': 2.2005, 'grad_norm': 0.5455642938613892, 'learning_rate': 2.0745341614906832e-05, 'epoch': 2.34}
{'loss': 2.1723, 'grad_norm': 0.5203803181648254, 'learning_rate': 2.0729813664596272e-05, 'epoch': 2.34}
{'loss': 2.1713, 'grad_norm': 0.5368012189865112, 'learning_rate': 2.0714285714285718e-05, 'epoch': 2.34}
{'loss': 2.2511, 'grad_norm': 0.5886664390563965, 'learning_rate': 2.0698757763975158e-05, 'epoch': 2.34}
{'loss': 2.2258, 'grad_norm': 0.5913985967636108, 'learning_rate': 2.0683229813664597e-05, 'epoch': 2.34}
{'loss': 2.2714, 'grad_norm': 0.5618788003921509, 'learning_rate': 2.066770186335404e-05, 'epoch': 2.35}
{'loss': 2.1913, 'grad_norm': 0.6635324954986572, 'learning_rate': 2.065217391304348e-05, 'epoch': 2.35}
{'loss': 2.1887, 'grad_norm': 0.6448642015457153, 'learning_rate': 2.063664596273292e-05, 'epoch': 2.35}
{'loss': 2.1718, 'grad_norm': 0.5275847315788269, 'learning_rate': 2.0621118012422362e-05, 'epoch': 2.35}
{'loss': 2.1936, 'grad_norm': 0.5212050080299377, 'learning_rate': 2.0605590062111802e-05, 'epoch': 2.35}
{'loss': 2.1885, 'grad_norm': 0.5457082390785217, 'learning_rate': 2.059006211180124e-05, 'epoch': 2.35}
{'loss': 2.2485, 'grad_norm': 0.6753482818603516, 'learning_rate': 2.0574534161490684e-05, 'epoch': 2.35}
{'loss': 2.1897, 'grad_norm': 0.5635457634925842, 'learning_rate': 2.0559006211180127e-05, 'epoch': 2.35}
{'loss': 2.2026, 'grad_norm': 0.6039682030677795, 'learning_rate': 2.0543478260869567e-05, 'epoch': 2.36}
{'loss': 2.1883, 'grad_norm': 0.9699655771255493, 'learning_rate': 2.0527950310559006e-05, 'epoch': 2.36}
{'loss': 2.1086, 'grad_norm': 0.5633103847503662, 'learning_rate': 2.051242236024845e-05, 'epoch': 2.36}
{'loss': 2.2774, 'grad_norm': 0.5855875611305237, 'learning_rate': 2.049689440993789e-05, 'epoch': 2.36}
{'eval_loss': 1.6723135709762573, 'eval_runtime': 5.5314, 'eval_samples_per_second': 160.539, 'eval_steps_per_second': 10.124, 'epoch': 2.36}
{'loss': 2.2618, 'grad_norm': 1.1202783584594727, 'learning_rate': 2.048136645962733e-05, 'epoch': 2.36}
{'loss': 2.2289, 'grad_norm': 0.5600670576095581, 'learning_rate': 2.046583850931677e-05, 'epoch': 2.36}
{'loss': 2.1091, 'grad_norm': 0.6910580992698669, 'learning_rate': 2.045031055900621e-05, 'epoch': 2.36}
{'loss': 2.23, 'grad_norm': 0.8555891513824463, 'learning_rate': 2.0434782608695654e-05, 'epoch': 2.36}
{'loss': 2.2579, 'grad_norm': 0.5713801383972168, 'learning_rate': 2.0419254658385097e-05, 'epoch': 2.37}
{'loss': 2.2068, 'grad_norm': 0.6106838583946228, 'learning_rate': 2.0403726708074536e-05, 'epoch': 2.37}
{'loss': 2.2222, 'grad_norm': 0.5458745956420898, 'learning_rate': 2.0388198757763976e-05, 'epoch': 2.37}
{'loss': 2.1517, 'grad_norm': 0.5537705421447754, 'learning_rate': 2.037267080745342e-05, 'epoch': 2.37}
{'loss': 2.1849, 'grad_norm': 0.594550609588623, 'learning_rate': 2.0357142857142858e-05, 'epoch': 2.37}
{'loss': 2.1896, 'grad_norm': 0.5684639811515808, 'learning_rate': 2.0341614906832298e-05, 'epoch': 2.37}
{'loss': 2.1743, 'grad_norm': 0.5478403568267822, 'learning_rate': 2.032608695652174e-05, 'epoch': 2.37}
{'loss': 2.2019, 'grad_norm': 0.5480979084968567, 'learning_rate': 2.031055900621118e-05, 'epoch': 2.37}
{'loss': 2.1493, 'grad_norm': 0.5610679388046265, 'learning_rate': 2.029503105590062e-05, 'epoch': 2.38}
{'loss': 2.2451, 'grad_norm': 0.859392523765564, 'learning_rate': 2.0279503105590063e-05, 'epoch': 2.38}
{'loss': 2.1886, 'grad_norm': 0.5330159664154053, 'learning_rate': 2.0263975155279506e-05, 'epoch': 2.38}
{'loss': 2.1946, 'grad_norm': 0.5338170528411865, 'learning_rate': 2.0248447204968945e-05, 'epoch': 2.38}
{'loss': 2.2264, 'grad_norm': 0.5841270089149475, 'learning_rate': 2.0232919254658385e-05, 'epoch': 2.38}
{'loss': 2.2096, 'grad_norm': 0.9746385216712952, 'learning_rate': 2.0217391304347828e-05, 'epoch': 2.38}
{'loss': 2.198, 'grad_norm': 0.5310465097427368, 'learning_rate': 2.0201863354037267e-05, 'epoch': 2.38}
{'loss': 2.168, 'grad_norm': 0.6032142043113708, 'learning_rate': 2.0186335403726707e-05, 'epoch': 2.38}
{'loss': 2.2091, 'grad_norm': 0.5292513966560364, 'learning_rate': 2.017080745341615e-05, 'epoch': 2.39}
{'loss': 2.1777, 'grad_norm': 0.7033114433288574, 'learning_rate': 2.015527950310559e-05, 'epoch': 2.39}
{'loss': 2.1747, 'grad_norm': 0.5317232012748718, 'learning_rate': 2.0139751552795032e-05, 'epoch': 2.39}
{'loss': 2.2563, 'grad_norm': 0.602918267250061, 'learning_rate': 2.0124223602484475e-05, 'epoch': 2.39}
{'loss': 2.2883, 'grad_norm': 0.5389836430549622, 'learning_rate': 2.0108695652173915e-05, 'epoch': 2.39}
{'loss': 2.139, 'grad_norm': 0.879805326461792, 'learning_rate': 2.0093167701863354e-05, 'epoch': 2.39}
{'loss': 2.2841, 'grad_norm': 0.5641395449638367, 'learning_rate': 2.0077639751552797e-05, 'epoch': 2.39}
{'loss': 2.1941, 'grad_norm': 0.692803144454956, 'learning_rate': 2.0062111801242237e-05, 'epoch': 2.39}
{'loss': 2.1245, 'grad_norm': 0.5402008891105652, 'learning_rate': 2.0046583850931676e-05, 'epoch': 2.4}
{'loss': 2.1998, 'grad_norm': 0.6084439754486084, 'learning_rate': 2.003105590062112e-05, 'epoch': 2.4}
{'loss': 2.1913, 'grad_norm': 0.6006520390510559, 'learning_rate': 2.001552795031056e-05, 'epoch': 2.4}
{'loss': 2.1713, 'grad_norm': 0.5185558199882507, 'learning_rate': 2e-05, 'epoch': 2.4}
{'loss': 2.1738, 'grad_norm': 0.5344486832618713, 'learning_rate': 1.998447204968944e-05, 'epoch': 2.4}
{'loss': 2.136, 'grad_norm': 0.7172502875328064, 'learning_rate': 1.9968944099378884e-05, 'epoch': 2.4}
{'loss': 2.2479, 'grad_norm': 0.6361421942710876, 'learning_rate': 1.9953416149068324e-05, 'epoch': 2.4}
{'loss': 2.2114, 'grad_norm': 0.5389748811721802, 'learning_rate': 1.9937888198757763e-05, 'epoch': 2.4}
{'loss': 2.2082, 'grad_norm': 0.5587969422340393, 'learning_rate': 1.9922360248447206e-05, 'epoch': 2.41}
{'loss': 2.1843, 'grad_norm': 1.0235674381256104, 'learning_rate': 1.9906832298136646e-05, 'epoch': 2.41}
{'loss': 2.1411, 'grad_norm': 0.5801383852958679, 'learning_rate': 1.9891304347826085e-05, 'epoch': 2.41}
{'loss': 2.25, 'grad_norm': 0.5606884956359863, 'learning_rate': 1.9875776397515528e-05, 'epoch': 2.41}
{'loss': 2.1826, 'grad_norm': 0.5940825343132019, 'learning_rate': 1.986024844720497e-05, 'epoch': 2.41}
{'loss': 2.2023, 'grad_norm': 0.5841973423957825, 'learning_rate': 1.984472049689441e-05, 'epoch': 2.41}
{'loss': 2.2016, 'grad_norm': 0.5280978679656982, 'learning_rate': 1.9829192546583854e-05, 'epoch': 2.41}
{'loss': 2.2035, 'grad_norm': 0.6976580023765564, 'learning_rate': 1.9813664596273293e-05, 'epoch': 2.41}
{'loss': 2.1607, 'grad_norm': 0.5894791483879089, 'learning_rate': 1.9798136645962733e-05, 'epoch': 2.42}
{'loss': 2.1963, 'grad_norm': 0.628743052482605, 'learning_rate': 1.9782608695652176e-05, 'epoch': 2.42}
{'loss': 2.2051, 'grad_norm': 0.5506551861763, 'learning_rate': 1.9767080745341615e-05, 'epoch': 2.42}
{'loss': 2.2188, 'grad_norm': 0.5440301895141602, 'learning_rate': 1.9751552795031055e-05, 'epoch': 2.42}
{'loss': 2.1959, 'grad_norm': 0.5997596383094788, 'learning_rate': 1.9736024844720498e-05, 'epoch': 2.42}
{'loss': 2.1793, 'grad_norm': 0.5695231556892395, 'learning_rate': 1.972049689440994e-05, 'epoch': 2.42}
{'loss': 2.1387, 'grad_norm': 0.5253914594650269, 'learning_rate': 1.970496894409938e-05, 'epoch': 2.42}
{'loss': 2.1497, 'grad_norm': 0.7172885537147522, 'learning_rate': 1.9689440993788823e-05, 'epoch': 2.42}
{'loss': 2.2026, 'grad_norm': 1.1232883930206299, 'learning_rate': 1.9673913043478263e-05, 'epoch': 2.43}
{'loss': 2.2171, 'grad_norm': 0.5426247715950012, 'learning_rate': 1.9658385093167702e-05, 'epoch': 2.43}
{'loss': 2.1989, 'grad_norm': 0.5603336095809937, 'learning_rate': 1.9642857142857145e-05, 'epoch': 2.43}
{'loss': 2.1056, 'grad_norm': 0.5039836168289185, 'learning_rate': 1.9627329192546585e-05, 'epoch': 2.43}
{'loss': 2.196, 'grad_norm': 0.5265567898750305, 'learning_rate': 1.9611801242236024e-05, 'epoch': 2.43}
{'loss': 2.1328, 'grad_norm': 0.5159270763397217, 'learning_rate': 1.9596273291925467e-05, 'epoch': 2.43}
{'loss': 2.1716, 'grad_norm': 0.6764295697212219, 'learning_rate': 1.958074534161491e-05, 'epoch': 2.43}
{'loss': 2.2703, 'grad_norm': 0.5715938210487366, 'learning_rate': 1.956521739130435e-05, 'epoch': 2.43}
{'loss': 2.2705, 'grad_norm': 0.5558755993843079, 'learning_rate': 1.954968944099379e-05, 'epoch': 2.44}
{'loss': 2.1642, 'grad_norm': 0.6688017845153809, 'learning_rate': 1.9534161490683232e-05, 'epoch': 2.44}
{'loss': 2.1274, 'grad_norm': 0.5693199634552002, 'learning_rate': 1.951863354037267e-05, 'epoch': 2.44}
{'loss': 2.191, 'grad_norm': 0.5999916791915894, 'learning_rate': 1.950310559006211e-05, 'epoch': 2.44}
{'loss': 2.2401, 'grad_norm': 0.5764164328575134, 'learning_rate': 1.9487577639751554e-05, 'epoch': 2.44}
{'loss': 2.2028, 'grad_norm': 0.5455200672149658, 'learning_rate': 1.9472049689440994e-05, 'epoch': 2.44}
{'loss': 2.2063, 'grad_norm': 0.5814006328582764, 'learning_rate': 1.9456521739130433e-05, 'epoch': 2.44}
{'loss': 2.1557, 'grad_norm': 0.5579397678375244, 'learning_rate': 1.944099378881988e-05, 'epoch': 2.44}
{'loss': 2.1087, 'grad_norm': 0.6100203394889832, 'learning_rate': 1.942546583850932e-05, 'epoch': 2.45}
{'loss': 2.2663, 'grad_norm': 0.5699349641799927, 'learning_rate': 1.940993788819876e-05, 'epoch': 2.45}
{'loss': 2.1733, 'grad_norm': 0.5593287348747253, 'learning_rate': 1.93944099378882e-05, 'epoch': 2.45}
{'loss': 2.2519, 'grad_norm': 0.587144672870636, 'learning_rate': 1.937888198757764e-05, 'epoch': 2.45}
{'loss': 2.1135, 'grad_norm': 0.5589931011199951, 'learning_rate': 1.936335403726708e-05, 'epoch': 2.45}
{'loss': 2.1689, 'grad_norm': 0.6217325925827026, 'learning_rate': 1.9347826086956523e-05, 'epoch': 2.45}
{'loss': 2.2539, 'grad_norm': 2.089792490005493, 'learning_rate': 1.9332298136645963e-05, 'epoch': 2.45}
{'loss': 2.188, 'grad_norm': 0.8548377752304077, 'learning_rate': 1.9316770186335403e-05, 'epoch': 2.45}
{'loss': 2.216, 'grad_norm': 0.5523198843002319, 'learning_rate': 1.9301242236024845e-05, 'epoch': 2.46}
{'loss': 2.2287, 'grad_norm': 0.59092777967453, 'learning_rate': 1.928571428571429e-05, 'epoch': 2.46}
{'loss': 2.2893, 'grad_norm': 0.6195695996284485, 'learning_rate': 1.9270186335403728e-05, 'epoch': 2.46}
{'loss': 2.2056, 'grad_norm': 0.5541826486587524, 'learning_rate': 1.9254658385093167e-05, 'epoch': 2.46}
{'loss': 2.251, 'grad_norm': 0.6065396666526794, 'learning_rate': 1.923913043478261e-05, 'epoch': 2.46}
{'loss': 2.1555, 'grad_norm': 1.1026209592819214, 'learning_rate': 1.922360248447205e-05, 'epoch': 2.46}
{'loss': 2.1795, 'grad_norm': 0.5470542311668396, 'learning_rate': 1.920807453416149e-05, 'epoch': 2.46}
{'loss': 2.231, 'grad_norm': 0.5984008312225342, 'learning_rate': 1.9192546583850932e-05, 'epoch': 2.46}
{'loss': 2.1247, 'grad_norm': 0.5325722098350525, 'learning_rate': 1.9177018633540372e-05, 'epoch': 2.47}
{'loss': 2.2183, 'grad_norm': 0.5770907998085022, 'learning_rate': 1.9161490683229815e-05, 'epoch': 2.47}
{'loss': 2.1603, 'grad_norm': 0.5800943970680237, 'learning_rate': 1.9145962732919258e-05, 'epoch': 2.47}
{'loss': 2.1346, 'grad_norm': 0.5364857316017151, 'learning_rate': 1.9130434782608697e-05, 'epoch': 2.47}
{'loss': 2.1599, 'grad_norm': 0.5055127143859863, 'learning_rate': 1.9114906832298137e-05, 'epoch': 2.47}
{'loss': 2.2229, 'grad_norm': 0.5152415633201599, 'learning_rate': 1.909937888198758e-05, 'epoch': 2.47}
{'loss': 2.1514, 'grad_norm': 0.5459104776382446, 'learning_rate': 1.908385093167702e-05, 'epoch': 2.47}
{'loss': 2.1769, 'grad_norm': 0.5585497617721558, 'learning_rate': 1.906832298136646e-05, 'epoch': 2.47}
{'loss': 2.0298, 'grad_norm': 0.7156099677085876, 'learning_rate': 1.9052795031055902e-05, 'epoch': 2.48}
{'loss': 2.1589, 'grad_norm': 0.5816857814788818, 'learning_rate': 1.903726708074534e-05, 'epoch': 2.48}
{'loss': 2.0772, 'grad_norm': 0.5290501713752747, 'learning_rate': 1.9021739130434784e-05, 'epoch': 2.48}
{'loss': 2.1593, 'grad_norm': 0.560947597026825, 'learning_rate': 1.9006211180124224e-05, 'epoch': 2.48}
{'loss': 2.1197, 'grad_norm': 0.8450521230697632, 'learning_rate': 1.8990683229813667e-05, 'epoch': 2.48}
{'loss': 2.1242, 'grad_norm': 0.6471014618873596, 'learning_rate': 1.8975155279503106e-05, 'epoch': 2.48}
{'loss': 2.1729, 'grad_norm': 0.5653510689735413, 'learning_rate': 1.8959627329192546e-05, 'epoch': 2.48}
{'loss': 2.1853, 'grad_norm': 0.6035513281822205, 'learning_rate': 1.894409937888199e-05, 'epoch': 2.48}
{'eval_loss': 1.6627870798110962, 'eval_runtime': 5.7434, 'eval_samples_per_second': 154.613, 'eval_steps_per_second': 9.75, 'epoch': 2.48}
{'loss': 2.1647, 'grad_norm': 0.5456486344337463, 'learning_rate': 1.892857142857143e-05, 'epoch': 2.49}
{'loss': 2.1769, 'grad_norm': 0.5452401638031006, 'learning_rate': 1.8913043478260868e-05, 'epoch': 2.49}
{'loss': 2.1815, 'grad_norm': 0.5679678320884705, 'learning_rate': 1.889751552795031e-05, 'epoch': 2.49}
{'loss': 2.168, 'grad_norm': 0.5451013445854187, 'learning_rate': 1.8881987577639754e-05, 'epoch': 2.49}
{'loss': 2.2383, 'grad_norm': 0.7796370983123779, 'learning_rate': 1.8866459627329193e-05, 'epoch': 2.49}
{'loss': 2.1509, 'grad_norm': 1.7786574363708496, 'learning_rate': 1.8850931677018636e-05, 'epoch': 2.49}
{'loss': 2.1427, 'grad_norm': 0.5886136889457703, 'learning_rate': 1.8835403726708076e-05, 'epoch': 2.49}
{'loss': 2.1837, 'grad_norm': 0.5511929988861084, 'learning_rate': 1.8819875776397515e-05, 'epoch': 2.49}
{'loss': 2.1931, 'grad_norm': 0.5396052002906799, 'learning_rate': 1.8804347826086958e-05, 'epoch': 2.5}
{'loss': 2.201, 'grad_norm': 0.5483083724975586, 'learning_rate': 1.8788819875776398e-05, 'epoch': 2.5}
{'loss': 2.1712, 'grad_norm': 0.6363505721092224, 'learning_rate': 1.8773291925465837e-05, 'epoch': 2.5}
{'loss': 2.2192, 'grad_norm': 0.6799030900001526, 'learning_rate': 1.875776397515528e-05, 'epoch': 2.5}
{'loss': 2.2842, 'grad_norm': 0.5757140517234802, 'learning_rate': 1.8742236024844723e-05, 'epoch': 2.5}
{'loss': 2.2221, 'grad_norm': 0.6699531078338623, 'learning_rate': 1.8726708074534163e-05, 'epoch': 2.5}
{'loss': 2.2395, 'grad_norm': 0.6529746055603027, 'learning_rate': 1.8711180124223606e-05, 'epoch': 2.5}
{'loss': 2.0904, 'grad_norm': 0.5471314191818237, 'learning_rate': 1.8695652173913045e-05, 'epoch': 2.5}
{'loss': 2.1236, 'grad_norm': 0.5219386219978333, 'learning_rate': 1.8680124223602485e-05, 'epoch': 2.51}
{'loss': 2.1836, 'grad_norm': 0.5471426248550415, 'learning_rate': 1.8664596273291928e-05, 'epoch': 2.51}
{'loss': 2.1479, 'grad_norm': 0.565764307975769, 'learning_rate': 1.8649068322981367e-05, 'epoch': 2.51}
{'loss': 2.1668, 'grad_norm': 0.5379064083099365, 'learning_rate': 1.8633540372670807e-05, 'epoch': 2.51}
{'loss': 2.2299, 'grad_norm': 0.6960466504096985, 'learning_rate': 1.861801242236025e-05, 'epoch': 2.51}
{'loss': 2.1632, 'grad_norm': 1.1523517370224, 'learning_rate': 1.8602484472049693e-05, 'epoch': 2.51}
{'loss': 2.1805, 'grad_norm': 0.5288045406341553, 'learning_rate': 1.8586956521739132e-05, 'epoch': 2.51}
{'loss': 2.1765, 'grad_norm': 0.5568157434463501, 'learning_rate': 1.8571428571428572e-05, 'epoch': 2.51}
{'loss': 2.1539, 'grad_norm': 0.8300313949584961, 'learning_rate': 1.8555900621118015e-05, 'epoch': 2.52}
